,Telephones - fixed lines,Telephones - mobile cellular,Internet users,Broadband - fixed subscriptions,GDP (purchasing power parity),GDP - real growth rate,GDP - per capita (PPP),Gross national saving,Industrial production growth rate,Labor force,Unemployment rate,Distribution of family income - Gini index,Taxes and other revenues,Budget surplus (+) or deficit (-),Public debt,Inflation rate (consumer prices),Central bank discount rate,Commercial bank prime lending rate,Stock of narrow money,Stock of broad money,Stock of domestic credit,Market value of publicly traded shares,Current account balance,Exports,Imports,Reserves of foreign exchange and gold,Debt - external,Stock of direct foreign investment - at home,Stock of direct foreign investment - abroad,Electricity - production,Electricity - consumption,Electricity - exports,Electricity - imports,Electricity - installed generating capacity,Electricity - from fossil fuels,Electricity - from nuclear fuels,Electricity - from hydroelectric plants,Electricity - from other renewable sources,Crude oil - production,Crude oil - exports,Crude oil - imports,Crude oil - proved reserves,Refined petroleum products - production,Refined petroleum products - consumption,Refined petroleum products - exports,Refined petroleum products - imports,Natural gas - production,Natural gas - consumption,Natural gas - exports,Natural gas - imports,Natural gas - proved reserves,Carbon dioxide emissions from consumption of energy,Area,Military expenditures,Population,Median age,Population growth rate,Birth rate,Death rate,Net migration rate,Maternal mortality rate,Infant mortality rate,Life expectancy at birth,Total fertility rate,Obesity - adult prevalence rate,Children under the age of 5 years underweight,Education expenditures,"Unemployment, youth ages 15-24",Airports,Railways,Roadways,Merchant marine,DiffExportImports,NetworkByArea,DiffBirthvsDeath,EnergyResoursesDiffExportImport
Unemployment rate,-0.11609368027530977,-0.08263438473006625,-0.0907146792999236,-0.08738308593246434,-0.11507023529797641,-0.09937044016059443,-0.29610221705656314,-0.24167491681872996,0.060411518338142116,-0.07460995901719418,1.0,0.23494162674101385,0.011677307972240779,-0.19326466470077042,0.045445781335800205,0.12834608918479978,0.06115172730124188,0.10706746540423297,-0.10936625689482656,-0.1106866149955863,-0.11289970902880998,-0.11712107421706462,-0.14991658827098647,-0.16826883956436728,-0.15649632002113942,-0.12232150533665441,-0.11526986390927792,-0.16258468478553037,-0.1579761425800755,-0.1070098078702385,-0.10651118968808514,-0.1171922270141804,-0.10162489560472918,-0.10501246470406578,0.08345816488771512,-0.10961144149141454,0.006232091887169098,-0.13041434092444332,-0.09262425997310271,-0.06806296733717355,-0.1256412349329385,0.022706384985865195,-0.11646753799175548,-0.12106688799949346,-0.15075775319519436,-0.1777274958627687,-0.10856040154847406,-0.12488408130735468,-0.11535885456032921,-0.16046858999237626,-0.039245577675788006,-0.0997055537072302,-0.068655206582627,0.005298240421365794,-0.06582853987651638,-0.2836006168729541,0.2802645244740448,0.2689891869342127,0.0439786471263517,0.1122265374320003,0.2054010208727946,0.2623198062739393,-0.3255597329454051,0.2266365326034573,0.03193328271723975,0.019603000165826254,0.042134967402510576,0.45349053828060226,-0.0664973371675566,-0.11332892126230579,-0.08812264276996494,-0.1347201077556299,-0.030568304622715963,-0.21635959716875522,0.2407356476763713,-0.0013874806932868116
Distribution of family income - Gini index,0.031044853161957143,0.047125624611576745,0.05192957053721814,0.05134265453597716,0.044599785013541775,-0.15824321859750837,-0.32145947955932547,-0.04768429466253347,-0.19145319516654943,0.05211870421926562,0.23494162674101385,1.0,-0.3317961846353177,-0.04524264494484457,-0.13004787629384368,0.017321357616997737,0.15685304733947206,0.28050313536431665,-0.020652135908934954,-0.017405636103589042,0.01672055466156568,0.06709559886167914,-0.057662574383036146,-0.059500216543824626,-0.04620435888456424,0.035916972614381135,-0.1051969953291652,-0.10014061781552021,-0.09662884468265691,0.05459763592559712,0.055451760743225595,-0.2126587743674116,-0.18458982227708365,0.04881662723291284,0.10095633936891875,-0.33894494195672953,0.10300014701903007,-0.25146110663744226,0.09802477184752856,0.06328854291984613,-0.014262231873045901,0.04056689186152283,0.04944008317364284,0.06707364718306776,-0.021961733831862076,-0.04362914639319211,0.04384178455246179,0.041485275871407955,-0.056340809381671283,-0.11760078956503546,0.049401840998821465,0.06866300771310749,0.06634141655965867,0.12992643969398726,0.04020872657720258,-0.47656878434785255,0.28106383133803614,0.3382025383595396,-0.20684211946848888,-0.20415085809860395,0.276833856667312,0.30842608800387766,-0.396261603077985,0.25679321730567994,-0.037008985996139145,-0.06847857658622822,-0.012575119102745422,0.08462658970005144,0.11612850055600664,0.04713958867031955,0.04393602446772552,0.015502445792705842,-0.04282745191059051,-0.43829276649685683,0.38063201013081677,0.008299159320537437
Taxes and other revenues,-0.02525923479926152,-0.15044401954583844,-0.10678918862057887,-0.029053510183687455,-0.07344219269681158,0.06971304113700019,0.1931176050366572,0.10061877003229577,-0.12357978504793192,-0.1375582867725242,0.011677307972240779,-0.3317961846353177,1.0,0.08301669621177388,0.005743809876425393,0.03573946252110222,-0.2703270592849205,-0.326856056010926,0.07145692878409,0.07122578607513252,0.029277338283128642,-0.06834534338911495,-0.00017923304603340012,0.032035189367543404,0.012016352916967982,-0.020951787698310343,0.09325081049735853,0.11972477538970212,0.13030465160488372,-0.057519076349855126,-0.0533764506404942,0.19472589736212073,0.2068009560371856,-0.0511079359290553,-0.02285670837953209,0.19962986704455926,-0.12352455919110628,0.23855301003583676,-0.06174368013620415,-0.02560245621411522,-0.030320241828149276,0.04515755873767815,-0.05994422347362269,-0.058728927575576566,-0.005590512894854839,0.03193556419312368,-0.09512580329179399,-0.07900392835502522,0.0008447690218221223,0.08998130828860924,-0.08835088323201339,-0.0708996658016305,-0.08320662406567779,-0.01350093644944922,-0.16102281836341187,0.41769952533884463,-0.402624339738652,-0.3882801728816444,0.09208172312239168,-0.08831032058447168,-0.4358663669490569,-0.43541306713427225,0.35003794418261563,-0.36377675198519943,0.6000073865152104,-0.38626193622840516,0.5602109806957006,0.14016425835537832,-0.05517018537966274,-0.04320681921879042,-0.07454353393394388,-0.06663196767673084,0.06893255029459253,0.409254287707862,-0.3987030674260797,-0.054220359400075635
Budget surplus (+) or deficit (-),0.04073600433695323,0.013409028607638046,0.01746957401418327,0.02144977270416422,0.025605082643028198,0.033039362446192856,0.13800819601605557,0.16757998848054775,-0.11442885166970508,0.010673986976638638,-0.19326466470077042,-0.04524264494484457,0.08301669621177388,1.0,0.08710263648481806,-0.3485178603131734,-0.3497352713539447,-0.1190191881582256,0.03589959272864504,0.035599407313695465,0.038735196072378124,0.010105390468770674,0.06116783138101387,0.0690986530483545,0.06588039046589429,0.03671311370569318,0.06809668761653617,0.13088879020476343,0.13585630024100911,0.022301951536436507,0.027983744316517165,0.11514351725985511,0.1117924319550974,0.022590044646004975,0.028474449459185123,0.1019022180298283,0.05652714683936062,-0.21925545693443005,-0.03134074866151079,-0.06262450033792595,0.05098565504922492,-0.23586409931532695,0.020576413518105015,0.029601240290898986,0.040923306856556235,0.10258273472632486,0.012185630581404441,0.026283874140964555,0.041532386949958214,0.0893659834828427,-0.014988742591109746,0.02163859345144011,0.01682908427341088,-0.042039332567437235,0.00787736349117759,0.22545421976926483,-0.18991124241107468,-0.19174522679519265,0.17888629869154693,0.023974569304808364,-0.03796764507537945,-0.1338764282720824,0.14124373647483732,-0.16649701692749555,0.060322358681996806,-0.17451618161917734,0.014290463575673918,-0.029098497577661916,0.0096013903279121,0.031240842209158976,0.030433095408375545,0.08906384966328779,0.006859950368847176,0.23654199360275283,-0.23409582945960766,-0.016777746051986578
Public debt,0.14700069979163108,0.02361638061091422,0.05961326959724796,0.05159725995283373,0.08950423029577319,-0.15536917123325406,0.027162362801627187,-0.17374827072625645,-0.11585639527299248,0.01794468761858113,0.045445781335800205,-0.13004787629384368,0.005743809876425393,0.08710263648481806,1.0,-0.03415781756008947,-0.07805261177489232,-0.04019301607176352,0.25813712941562317,0.25850587354609117,0.18998267869704574,0.14508460093293654,0.17625365527655035,0.12860122052877584,0.1479666913163413,0.09910323198475922,0.17454643481486365,0.13531377289247054,0.18918645681361315,0.06904304121917827,0.06978961723179732,0.0625285127439151,0.16097972155610005,0.07995729624269643,0.03259662635821739,0.08031694121521135,-0.09043598441346082,0.07486513887080848,-0.1033071794552094,-0.14097445536977235,0.18897958547414703,-0.12202024636634379,0.08609097077830043,0.09397327017840054,0.05916821810020798,0.20713633803764758,-0.06554501907479623,0.038259299328790033,-0.10346624517339632,0.28649226046971427,-0.14157379936399786,0.030259230217837035,-0.04669199381038201,-0.009753418341555242,0.022428845221411677,0.1486360429309739,-0.09130079856284043,-0.09250325467617396,0.06899875206718038,0.006529695438390971,-0.06710450192117612,-0.09518447354097136,0.15075597431334345,-0.06371006220072954,-0.08040566908621283,-0.04290589079892959,-0.056923228093788275,0.15932379582171338,0.049263345404896824,0.08961184727693068,0.11183823572838619,0.09272551414991043,-0.07718174951117103,0.361053798117896,-0.10838418096794931,-0.2858509392929007
Inflation rate (consumer prices),-0.025416659956638436,-0.013596610109455818,-0.0015154555235516187,-0.013695084281460409,-0.01613094106031707,-0.21467595919162866,-0.060891434844478856,-0.09949094740102174,-0.041426196286027166,-0.004116999697799873,0.12834608918479978,0.017321357616997737,0.03573946252110222,-0.3485178603131734,-0.03415781756008947,1.0,0.38937133737447616,0.1347468079727652,-0.014737602397807241,-0.014588673332573509,-0.02258817664224391,-0.02327579180881998,-0.025175845249962213,-0.02962031981746176,-0.03345000247030462,-0.025161679820212397,-0.021752489109837774,-0.03773106133616979,-0.03680121412813554,-0.009948173594060918,-0.013955344212299726,-0.03679785247333434,-0.0444237281833655,-0.009518694731496765,-0.01928439781408937,-0.03358907147904952,0.06661739357969515,-0.07893994982969353,0.045332057665275344,0.1295112079760225,-0.030735209849016985,0.568314037236677,0.008422495320658984,-0.0036235802471970887,0.00805138472720789,-0.041729076323046725,0.0019350884156740795,-0.0017667203623638202,-0.026975947423235308,-0.03661417913823979,0.07121502677215559,-0.01244670234334697,0.012736486080365154,-0.08911316139024249,-0.004191991542984224,-0.05315537102594041,0.009890750632725468,0.03947062015298336,-0.01498297576647176,-0.044327978517906055,0.05436448787768372,0.022568672822929105,0.009872699552797798,0.03516364523512599,0.01554485291033778,-0.04301657302388295,0.06628055453506876,0.01232378421730666,0.012736239128728044,-0.03476923913601926,-0.019207797704749004,-0.02718537943946951,0.015545856949351082,-0.08193897499743141,0.042114966302474605,0.002030464823937232
Central bank discount rate,-0.16417126319358363,-0.053891810442368605,-0.09060233248650841,-0.1138241751370084,-0.14305363783483036,0.039176230732472,-0.440804500942229,-0.23762771801923138,0.0006616041475150245,-0.04926117132687773,0.06115172730124188,0.15685304733947206,-0.2703270592849205,-0.3497352713539447,-0.07805261177489232,0.38937133737447616,1.0,0.5658631755205036,-0.19412926155359858,-0.19414315752338224,-0.18805023735384713,-0.15610555213417623,-0.22980934287291777,-0.2573367312320445,-0.2492112022009006,-0.14515730627844467,-0.24647868937018502,-0.26820889849132223,-0.27481795602361236,-0.124976770004313,-0.1282986426616901,-0.23189690570134247,-0.30374832973354426,-0.12804356336231276,-0.04432417265179222,-0.2164043790770149,0.2533939692762891,-0.3573528122612492,-0.02426736105473511,0.04120360791108629,-0.2158571447432373,0.18362528693811953,-0.13990562501069745,-0.1493340586740067,-0.18107768642863759,-0.25758606695662956,-0.03764177537505909,-0.09617496231738913,-0.0420032641711409,-0.2470998281441416,0.0871329323971975,-0.10447836022936047,0.01921569779333599,-0.05622920229690965,-0.034775276714799276,-0.456571231389891,0.23520244149991346,0.4038385712934585,-0.10691770592283543,-0.20978993362271925,0.23255546059895746,0.34902177545063506,-0.41725187090429766,0.36436835372446547,-0.18146945038031978,0.0967632702702972,-0.12769812173311085,-0.06821366074520792,-0.07026343747824602,-0.11587252660585771,-0.1229718331995657,-0.1585189036535135,-0.009167447234504343,-0.38447849515529015,0.41010438999675985,0.1284753413995921
Commercial bank prime lending rate,-0.10467196056249846,-0.032013651032036634,-0.05757660236020422,-0.09263814109522743,-0.11294577077712079,-0.043078248227886605,-0.4650657960630599,-0.26678658585511883,-0.002043883458843423,-0.02647335454033366,0.10706746540423297,0.28050313536431665,-0.326856056010926,-0.1190191881582256,-0.04019301607176352,0.1347468079727652,0.5658631755205036,1.0,-0.1925260068312679,-0.19173509632363872,-0.16043641953174506,-0.13688675729189517,-0.20590443792723195,-0.23831254407885683,-0.2289464629742283,-0.12110111689119075,-0.21020559470523695,-0.21653019378460917,-0.2571690405794543,-0.11060833059965013,-0.11341879998215958,-0.21112604567526788,-0.15742074784797858,-0.1128353291955388,-0.13234524310419377,-0.2422873687332028,0.31358258567900954,-0.24231018756884556,-0.016803289777962842,-0.004223030154069654,-0.19844603564303037,0.03699374089888056,-0.11175814280764831,-0.11061879587943901,-0.19004016253264325,-0.2223222945202902,-0.06572411780890061,-0.09768962107051839,-0.11842351997666424,-0.24001376582954248,0.02722205404867094,-0.10264460802098546,0.08180154873977448,-0.10941659868959851,-0.012643301963200028,-0.5178320860057268,0.3403711846374098,0.4620412909566822,-0.10296554196774071,-0.10677439823167642,0.3294132406886019,0.42624996745419097,-0.47189566803008903,0.4006486417570743,-0.2564109171954571,0.23588883899671978,-0.12644301405319855,-0.025208313922269094,0.03233078649366422,-0.09897371523276656,-0.06190996591223826,-0.1517442096320019,-0.01715394411862794,-0.43719473208495513,0.4720207849974452,0.02941878902898044
Stock of narrow money,0.8981834193570484,0.6527480971436848,0.7816673514225437,0.8485055450024312,0.8299298873158863,0.013371694039564374,0.19231043272594794,0.20555136803428847,0.0010815080168845104,0.6868664443339947,-0.10936625689482656,-0.020652135908934954,0.07145692878409,0.03589959272864504,0.25813712941562317,-0.014737602397807241,-0.19412926155359858,-0.1925260068312679,1.0,0.9999994983114381,0.9328244271838786,0.5921714690096181,0.6978759659970026,0.8644357887017519,0.8173625979272852,0.8634274565202444,0.46949953502600666,0.37950842231547144,0.43817430177331257,0.8388309121467604,0.8420004441988616,0.3067611887637631,0.3212024537773856,0.8547390492879965,-0.020624167899361823,0.15015647411439598,-0.09257474099361832,0.16192183569171248,0.28332183039845027,0.03433421477999487,0.8065065010445295,0.048239701518952224,0.6824213402127635,0.7182854947095731,0.38110719154051775,0.5289417097738162,0.30531380340126163,0.5103718989015166,0.11850686765650245,0.7975686311244172,0.046516049842497936,0.8308726223446683,0.3780221015060058,-0.010824501679485914,0.6057226075981458,0.27636864737641886,-0.1460015681310235,-0.20308720317818246,0.08040434936564492,0.06734977926892621,-0.13540142351201886,-0.17171459910416761,0.22013008606721518,-0.1699626666831685,-0.06455733571547195,-0.15201124328374435,0.0020065131751727666,-0.09846037714128895,0.3121098004093992,0.588563621454405,0.6650991748933099,0.45191313404576583,0.10853681938170386,0.2844847460045443,-0.21714784640329907,-0.39069295761573025
Stock of broad money,0.8982231736425185,0.6528497275321371,0.7816562984634426,0.8485056911899377,0.8299728322541745,0.013302951785505715,0.19275064271128045,0.20589235305692252,0.0015052669436212626,0.6869517925272243,-0.1106866149955863,-0.017405636103589042,0.07122578607513252,0.035599407313695465,0.25850587354609117,-0.014588673332573509,-0.19414315752338224,-0.19173509632363872,0.9999994983114381,1.0,0.9328417546990622,0.5921704766260475,0.6979643688495036,0.8644376922948558,0.817393211276104,0.8634675820328322,0.469651690229549,0.3799235754865771,0.4386368945057898,0.8388735729102949,0.8420414972678161,0.30698273954244965,0.32145758708443867,0.8547766237435601,-0.0219305929807966,0.1504577611740506,-0.09143527632757255,0.1624814979750119,0.2835678653838858,0.03466138988120287,0.8065571031812733,0.048481288132183525,0.6825179542160241,0.7183712144808608,0.3813271981599796,0.5290998472429954,0.30558016384005104,0.5105621293214567,0.11889849416215828,0.7976046422417629,0.04686810649713436,0.8309178161320641,0.37826320485433923,-0.009594050133925905,0.6058343857686566,0.27640989420436307,-0.14603202498238188,-0.20312682684174915,0.08037455872403025,0.06766638600658385,-0.1354547421678577,-0.17169710046158057,0.22014684957643774,-0.17001638465018598,-0.06456380163408311,-0.15209783227100068,0.001891499093039972,-0.10031953653332351,0.31227424437898427,0.5888213179470061,0.6652102503939157,0.45188706818262764,0.10859101400849362,0.2844322315861906,-0.21717743439816262,-0.390571124387804
Stock of domestic credit,0.9625956632597842,0.6896497779402234,0.8274416592389164,0.8906768689064072,0.9394240609648528,0.010472048180200885,0.19411015429092715,0.17576632122842,-0.002982176098911987,0.7168326735845515,-0.11289970902880998,0.01672055466156568,0.029277338283128642,0.038735196072378124,0.18998267869704574,-0.02258817664224391,-0.18805023735384713,-0.16043641953174506,0.9328244271838786,0.9328417546990622,1.0,0.806096196444358,0.7920046957516337,0.9038046888757514,0.9287775142730232,0.7861941026325797,0.6508325796701921,0.516125765739576,0.5569469348550321,0.9492476448585777,0.9536337736653034,0.271702895776563,0.4626269083084261,0.9546682619954006,-0.01567183036937185,0.16024101759645887,-0.08880022656037798,0.13846150714592198,0.4242361513046832,0.060387326969154914,0.9120004389718261,0.050549914503763435,0.8631097594938862,0.8927757443830617,0.5602238338848475,0.6029488308928993,0.5016803995123401,0.68892894655456,0.2027560107487011,0.7537764074057307,0.049680165027569965,0.9075966936836574,0.5019314207800466,0.027976349677649854,0.6396655168684668,0.24978131482845317,-0.13352913928111865,-0.19055573724079267,0.06981950064595256,0.06918958833370631,-0.13557947188148234,-0.16683410408963797,0.20481284963079568,-0.1600868962090194,-0.00664454129086897,-0.15763311551554385,0.036556001992881004,-0.10194863767421322,0.5724063948122379,0.7987518667970228,0.8233458150133719,0.45082548637370173,-0.15048158794869648,0.1980117996085264,-0.1998987272456502,-0.3517622208228533
Market value of publicly traded shares,0.7215747985319838,0.40819623746869166,0.5212916741249493,0.5320251575542081,0.7770071695180731,-0.02108977864724193,0.19449895044899349,0.05323100750229271,0.0050266415938357775,0.3909241617886526,-0.11712107421706462,0.06709559886167914,-0.06834534338911495,0.010105390468770674,0.14508460093293654,-0.02327579180881998,-0.15610555213417623,-0.13688675729189517,0.5921714690096181,0.5921704766260475,0.806096196444358,1.0,0.8573485945749406,0.6744594759050794,0.8442111572426095,0.33654388160870585,0.8630471937369275,0.5864617451784794,0.6541440409345864,0.7622637216274625,0.7677538949227115,0.14724334825261326,0.6099557788145671,0.7489466414907633,0.025645236246186587,0.13106584113887323,-0.10732725743284223,0.08655660345939603,0.5353051106257423,0.08959970843663956,0.8390630795043612,0.04392169043510613,0.9202823171438484,0.9275714931808205,0.7506093368350323,0.5975042352170182,0.7029998486512928,0.8368719695234439,0.28148323080637505,0.5597659025842969,0.0005826529287626018,0.631613324400417,0.4577514997603887,0.07885983944982518,0.36755253189651504,0.16103276841560804,-0.04914383727212219,-0.12456997338801032,0.04180458877349937,0.104157993341941,-0.09116624318466587,-0.1272731487844021,0.1592007504173649,-0.09629260998485108,0.07911321703451062,-0.14056102859141512,0.011447269756262523,-0.11962653345416878,0.8928115997878745,0.9176913272668177,0.8098490355650424,0.35059272389386253,-0.6413666791767947,0.0907417323783538,-0.12244432197465671,-0.2508253503980931
Current account balance,0.7384169552258256,0.41874947280942837,0.5285294681818651,0.5250839526747932,0.7419871359878452,-0.007559339795111565,0.32834070943558313,0.16614863069580507,-0.008974350182152558,0.39510798558747734,-0.14991658827098647,-0.057662574383036146,-0.00017923304603340012,0.06116783138101387,0.17625365527655035,-0.025175845249962213,-0.22980934287291777,-0.20590443792723195,0.6978759659970026,0.6979643688495036,0.7920046957516337,0.8573485945749406,1.0,0.8233349135787741,0.8919845785567992,0.43989381391661386,0.8431429747722259,0.6741628154968465,0.7414970298303735,0.7040280749485109,0.706137573716074,0.38437496375550184,0.6255377495185811,0.703618432014922,-0.003152232646951757,0.16548541247871143,-0.1280499224911083,0.18944996542595924,0.44968232827877375,0.10842199552223933,0.8328925579332344,0.051887236191490965,0.8252765959991095,0.8361137991956484,0.7186379509213212,0.7184917797645418,0.5834121742103671,0.759089472068625,0.3173585924840941,0.8180981180786157,0.041376690372918,0.5960706947951185,0.40152084676355076,0.0665537554985757,0.3731635933191237,0.3102795928493523,-0.1446081908870144,-0.23500343104987495,0.06449568844612875,0.10934466095734714,-0.1640978779041414,-0.2092672874557211,0.2689156284104032,-0.1971097101929388,0.04320525368967252,-0.16488057552136712,0.024813142229366404,-0.14856607325510082,0.7047805432918036,0.792745226132996,0.7066349107031645,0.3862157419235516,-0.2978361280282059,0.2831075138982663,-0.24425497935787152,-0.31238264582831415
Exports,0.9229729911593278,0.6815641815432515,0.8052564870883892,0.850253251282494,0.8891464975366327,0.012621464431472494,0.26473298255193767,0.26257819487898404,0.007959759287351102,0.7011082348076965,-0.16826883956436728,-0.059500216543824626,0.032035189367543404,0.0690986530483545,0.12860122052877584,-0.02962031981746176,-0.2573367312320445,-0.23831254407885683,0.8644357887017519,0.8644376922948558,0.9038046888757514,0.6744594759050794,0.8233349135787741,1.0,0.959727517339267,0.7746185971908992,0.6339409180114762,0.6277939485051524,0.6257807318901415,0.8823397160864805,0.8824582201116525,0.4770886035552557,0.5239635494226015,0.8897631291807401,-0.027291095459906226,0.25911841960023707,-0.13247447051077071,0.20836222978302874,0.4287479694603734,0.1443447107249741,0.8616595280190881,0.11093490469954773,0.7941437480734945,0.823089449687226,0.6050386993544942,0.7158712106493401,0.4607491228427711,0.6482900454340074,0.26382254472619754,0.8543962059222734,0.11718803774627383,0.8583762484810809,0.49307381932860667,0.056487761976104986,0.6290690026164487,0.33140791471202474,-0.16436345974622324,-0.27007577649944997,0.061907467266775706,0.12626515798452811,-0.2057527260249806,-0.2393670640761575,0.2792584724131012,-0.23543406883800114,-0.0031132764751401055,-0.17070383137829814,0.06402928933603041,-0.14430655610069415,0.4629246839347084,0.7229317931839797,0.7440404773430065,0.42684824000444066,0.07691017353570488,0.28363227614481745,-0.2767283759844594,-0.314721545099834
Imports,0.9191393139301726,0.6559638700660869,0.7778578804321795,0.7959302870300982,0.9211085255219007,0.01244342592794743,0.24503260091349827,0.20567266248302993,0.0046629981823719455,0.6600892165847414,-0.15649632002113942,-0.04620435888456424,0.012016352916967982,0.06588039046589429,0.1479666913163413,-0.03345000247030462,-0.2492112022009006,-0.2289464629742283,0.8173625979272852,0.817393211276104,0.9287775142730232,0.8442111572426095,0.8919845785567992,0.959727517339267,1.0,0.6599796057973091,0.7819005707911234,0.6749430365639227,0.6922762280062996,0.9036665060341348,0.9044196963115012,0.42629075797460597,0.6139191414778331,0.9043762394864686,-0.03005235617418776,0.2679366321362408,-0.1268121078059237,0.1988134785692591,0.48369400352342146,0.12447362012087719,0.925428364985537,0.08507554159412098,0.8950667102758051,0.9202576546296662,0.702508724759516,0.7430656271330288,0.5714285778666873,0.7589806626570015,0.2828160598601466,0.8293031166041385,0.07059603857806705,0.8377717103615311,0.5099255011491877,0.05589996526573651,0.6085391208214783,0.3030091347692647,-0.15213649255884423,-0.24522244647164898,0.06821016716066818,0.11469736485726356,-0.1871243786796771,-0.21610096710621182,0.25860215621896115,-0.21009910957983052,0.02747550554363129,-0.15664767487660927,0.057551842786408014,-0.12484883757460982,0.6522017875412126,0.854189064870803,0.8382823225145017,0.4250824659828537,-0.2062876159682172,0.25923010291668264,-0.25460905176388027,-0.32884299271337997
Reserves of foreign exchange and gold,0.8270888536822082,0.7564644980019914,0.8466618631838564,0.8918405939519318,0.7745225012695769,0.03670149772128108,0.1466842026041671,0.2634587797439836,0.008620767884877615,0.8035118551589611,-0.12232150533665441,0.035916972614381135,-0.020951787698310343,0.03671311370569318,0.09910323198475922,-0.025161679820212397,-0.14515730627844467,-0.12110111689119075,0.8634274565202444,0.8634675820328322,0.7861941026325797,0.33654388160870585,0.43989381391661386,0.7746185971908992,0.6599796057973091,1.0,0.16767518270465606,0.24485453088262443,0.21892941695571236,0.7969772077749822,0.7971949207418777,0.18751478914456432,0.14963055191212418,0.8096983110685527,0.0034152204988686908,0.11112017699643091,-0.06006326345078266,0.06422591701512644,0.2888644877205277,0.13152048793055401,0.6482760982802908,0.11887126785841552,0.541395524844737,0.5780531091243811,0.25496175479402067,0.4106487248867217,0.2063104177483695,0.35432545512111807,0.0765721089217367,0.5784652976400094,0.16887111946958852,0.8598987033005262,0.41977796189090144,0.058773729813008234,0.7148997392505195,0.21488324997234198,-0.12383973960675342,-0.18511351730729508,0.006613227994394638,0.05293497811346085,-0.13078532925762965,-0.15092697210819264,0.17555270976817158,-0.17098813578481178,-0.09967865964048657,-0.11941310371627972,-0.010858748227274369,-0.11310504496980243,0.08538568020751186,0.4086759593045076,0.5670778773299273,0.411739024519979,0.35424108682567484,0.15923115325265336,-0.18009203284050465,-0.27838252489171383
Debt - external,0.5885974555728982,0.23529639122342272,0.34345663898185114,0.349084581908073,0.5998330503848893,-0.023994416206152683,0.33448025748913024,0.054323279861179394,-0.024041349041727254,0.20457672093318247,-0.11526986390927792,-0.1051969953291652,0.09325081049735853,0.06809668761653617,0.17454643481486365,-0.021752489109837774,-0.24647868937018502,-0.21020559470523695,0.46949953502600666,0.469651690229549,0.6508325796701921,0.8630471937369275,0.8431429747722259,0.6339409180114762,0.7819005707911234,0.16767518270465606,1.0,0.7460764354786853,0.8136910859692494,0.5569786045187236,0.5605984137274389,0.3508213347099587,0.7189229068512863,0.5505066641912005,-0.07068835574682313,0.2845102132377406,-0.12245848919600683,0.26804281837092786,0.4338333396207528,0.09507391119200943,0.6970921970723755,0.0056444219701209134,0.7490768926599783,0.7537437459754177,0.7170601570571379,0.665356522269805,0.5937769045550902,0.7266813440756141,0.3087991029480783,0.6394404465705728,-0.0114520918352271,0.41510564551514256,0.3377916913818002,0.022082248583511765,0.19829295076219328,0.28998407780498886,-0.1113801246354026,-0.2082488241107538,0.09854887495860674,0.1456555407219788,-0.16258804323586679,-0.2081799615888882,0.26752491541204476,-0.16298761519162044,0.12850790935546874,-0.12927846233181625,0.05229429377596195,-0.08419729610539553,0.7772518535444645,0.7643231425377319,0.642293112232507,0.27532401753678265,-0.5669650883262999,0.30941178817226045,-0.22528804672291106,-0.24768753496489365
Stock of direct foreign investment - at home,0.4839159527801854,0.2558719104149237,0.3396634845915601,0.352993951929413,0.49520624369919014,-0.037211773207273924,0.39130866253110574,0.1701007884790422,-0.01813921630746083,0.2468843693426102,-0.16258468478553037,-0.10014061781552021,0.11972477538970212,0.13088879020476343,0.13531377289247054,-0.03773106133616979,-0.26820889849132223,-0.21653019378460917,0.37950842231547144,0.3799235754865771,0.516125765739576,0.5864617451784794,0.6741628154968465,0.6277939485051524,0.6749430365639227,0.24485453088262443,0.7460764354786853,1.0,0.9749209202441164,0.46575093160416114,0.4674894458376753,0.37256485604464407,0.6302150639540002,0.4634693680800618,-0.01742390914117692,0.20239469329687276,-0.16182891943525013,0.2699691454437588,0.32181595586991196,0.08354574551760557,0.5609328163029522,0.013221335800518466,0.5722503354133417,0.5758637900625143,0.7134102115769021,0.7986848689768128,0.4337131887015303,0.5276713325848946,0.31580462627664074,0.5702296206588457,0.01586929160791678,0.39264613570320095,0.3228846176044366,0.0028219657044052516,0.22739046075466324,0.31855972938696886,-0.10074993476252851,-0.23928056727551608,0.08473163312278943,0.21368775463929335,-0.1662697704160241,-0.2570114913034696,0.3090591809587429,-0.1903438495502295,0.09772958716101696,-0.14014824961390845,0.06437852808076508,-0.13534520502215536,0.5140120859112735,0.558418423781632,0.4920921444666903,0.24488848614438752,-0.21244161947507023,0.446704661410082,-0.23910455382849838,-0.15696429546114363
